interaction_title	interaction_type	feature	category_key	feature_id	status	summary	related_region	menu	shortcut	preconditions	edge_cases	acceptance_criteria
Move to Previous in Used Content Tabs Switcher	command	Switch Content Tab with Used Content Tabs Switcher	CTM	CTM-004	준비 완료	Used Content Tabs Switcher에서 전환할 Content Tab 선택 포커스를 이전으로 이동	file_manager_window.sidebar.sidebar_body.content_tabs_area	-	⌃⇧⇥	- Used Content Tabs Switcher가 화면에 표시된 상태	- 현재 지정된 탭이 Used Content Tabs Switcher List 상 처음에 위치해 있는 경우	- Used Content Tabs Switcher가 표시된 상태이고 이전 항목이 존재할 때, 사용자가 해당 인터랙션을 호출하면, 포커스가 바로 이전 Content Tab으로 이동함. - 이전 항목이 존재하지 않는 상태에서 사용자가 해당 인터랙션을 호출하면, 포커스가 첫 번째 탭에 머무르거나 순환 설정에 따라 마지막 탭으로 이동함.
Pin Content Tab(s)	command	Manage Pinned Content Tabs	CTM	CTM-003	준비 완료	선택한 Content Tab(들)을 Pin 상태로 전환하여 세션 종료 후에도 유지 	file_manager_window.sidebar.sidebar_body.content_tabs_area	Context	⌘P	- 1개 이상의 Content Tab이 활성 상태 거나 지정된 상태  - 해당 Content Tab이 Pin되지 않은 상태	- 이미 Pin 상태인 Content Tab에 대해 시도하는 경우	- 하나 이상의 Content Tab이 선택된 상태에서 사용자가 해당 인터랙션을 호출하면, 대상 탭들이 Pin 상태로 전환되고 Pinned 영역에 고정되어 세션 종료 후 재실행 시에도 복원됨. - 이미 Pin 상태인 Content Tab에 대해 사용자가 해당 인터랙션을 호출하면, Pin 상태가 변경되지 않고 UI가 그대로 유지되거나 중복 동작이 없는 토글 정책에 따라 처리됨.
Unpin Content Tab(s)	command	Manage Pinned Content Tabs	CTM	CTM-003	준비 완료	선택한 Pin 상태의 Content Tab(들)을 일반 Content Tab으로 되돌림	file_manager_window.sidebar.sidebar_body.content_tabs_area	Context	⌘P	- 해당 Content Tab이 Pin된 상태 - 1개 이상의 Pinned Content Tab이 활성 상태거나 지정된 상태 	-	- 하나 이상의 Pin 상태 Content Tab이 선택된 상태에서 사용자가 해당 인터랙션을 호출하면, 대상 탭들의 Pin 상태가 해제되고 일반 탭 영역으로 이동함.
Go to Anchored Path of Pinned Tab	command	Manage Pinned Content Tabs	CTM	CTM-003	준비 완료	해당 Content Tab이 Pin되었을 당시 경로로 Page를 전환	file_manager_window.sidebar	-	-	- 현재 페이지가 Pin		
Rename Content Tab	input	Manage Pinned Content Tabs	CTM	CTM-003	아이디어	해당 Content Tab의 이름을 수정	file_manager_window.sidebar.sidebar_body.content_tabs_area	-	-	- 이름을 변경할 Content Tab이 활성 상태거나 지정된 상태	- 입력된 이름이 비어있는 경우  - 입력된 이름이 시스템에서 예약한 문자열인 경우  - 인젝션	- 이름을 변경할 Content Tab이 선택된 상태에서 사용자가 해당 인터랙션을 호출하고 유효한 새 이름을 입력해 확정하면, 해당 Content Tab 라벨이 새 이름으로 변경되고 이후 세션에서도 동일하게 표시됨. - 새 이름 입력 없이 비어 있는 값으로 확정하려 할 때 사용자가 해당 인터랙션을 호출하면, 기존 이름을 유지하거나 유효하지 않은 이름에 대한 경고를 표시함. - 시스템 예약 문자열 등 허용되지 않은 이름으로 변경을 시도한 상태에서 사용자가 해당 인터랙션을 호출하면, 이름이 변경되지 않고 이유를 안내하는 피드백을 표시함.
Change Content Tab Icon	input	Manage Pinned Content Tabs	CTM	CTM-003	아이디어	해당 Content Tab의 아이콘을 변경		-	-	- 아이콘을 변경할 Content Tab이 활성 상태거나 지정된 상태	- 아이콘 리소스 로딩이 실패하는 경우	- 아이콘을 변경할 Content Tab이 선택된 상태에서 사용자가 해당 인터랙션을 호출하고 지원되는 아이콘을 선택해 확정하면, 해당 Content Tab 아이콘이 선택한 아이콘으로 교체되어 탭을 시각적으로 쉽게 구분할 수 있음. - 지원하지 않는 형식이나 해상도의 아이콘을 선택한 상태에서 사용자가 해당 인터랙션을 호출하면, 아이콘이 변경되지 않고 지원 불가에 대한 안내 메시지를 표시함. - 아이콘 리소스 로딩이나 적용에 실패한 상태에서 사용자가 해당 인터랙션을 호출하면, 기존 아이콘을 유지하고 오류 또는 재시도 안내를 표시함.
Open Settings Window	command	Control Settings Window	SET	SET-001	배포 완료	현재 사용 중인 데스크탑에서 Settings Window 창을 열음	settings_window	Voyager	⌘,			
Close Settings Window	command	Control Settings Window	SET	SET-001	배포 완료	현재 보고 있는 Setting Window를 닫음	settings_window	-	⌘W			
Swtich Setting Tabs	command	Control Settings Window	SET	SET-001	배포 완료	세팅 탭 전환	settings_window.toolbar.tabs_area	-	-			
Toggle Launch at Startup	input	Configure General Settings	SET	SET-002	배포 완료	앱을 OS 로그인 시 자동 실행하도록 켜거나 끕니다.	settings_window.settings_body.tab_general	-	-			
Toggle Automatic Update & Install	input	Configure General Settings	SET	SET-002	배포 완료	자동 업데이트 확인/설치 기능을 켜거나 끕니다.	settings_window.settings_body.tab_general	-	-			
Show Currnet Version Info	display	Configure General Settings	SET	SET-002	배포 완료	General 탭 상단에 현재 앱 버전(예: v1.0.0)과 마지막 업데이트 날짜를 읽기 전용 라벨로 표시합니다.	settings_window.settings_body.tab_general	-	-			
Check for Updates	command	Configure General Settings	SET	SET-002	배포 완료	“업데이트 확인” 버튼을 눌러 최신 버전 메타데이터를 조회하고, 결과에 따라 상태 배지(최신/업데이트 가능/실패)와 마지막 확인 시간을 표시합니다.	settings_window.settings_body.tab_general	Voyager	-			
Toggle Alert Before App Quit	input	Configure General Settings	SET	SET-002	배포 완료	앱 종료 시 확인 대화를 표시할지 여부를 토글합니다.	settings_window.settings_body.tab_general	-	-			
Confiure Initial Page	input	Configure General Settings	SET	SET-002	배포 완료	앱 실행 시 처음 열리는 기본 페이지(홈, 디렉토리, 콜렉션 등)를 지정하여, 사용자가 가장 많이 사용하는 작업 맥락에서 바로 시작할 수 있게 설정한다.	settings_window.settings_body.tab_general	-	-			
Set Voyager as Default File Manager	input	Configure General Settings	SET	SET-002	준비 완료	파일 열기·탐색·폴더 실행 등 시스템 전역의 기본 파일 관리자 동작을 Finder 대신 Voyager로 처리하도록 설정한다.	settings_window.settings_body.tab_general	-	-			
Request Full Disk Access Permission	command	Configure General Settings	SET	SET-002	개발 중	설정(General)에서 Full Disk Access 권한의 현재 상태와 필요 사유를 안내하고, 사용자가 시스템 설정에서 권한을 부여할 수 있도록 이동 경로를 제공한다.	settings_window.settings_body.tab_general	-	-	- 설정 창이 열려 있고 General 탭이 표시된 상태 - Full Disk Access 권한 상태를 조회할 수 있는 상태	- 사용자가 시스템 설정 열기를 취소하는 경우 - OS 정책/버전 제약으로 특정 권한 패널로 직접 이동할 수 없는 경우 - 사용자가 권한을 부여하지 않고 앱으로 돌아오는 경우- 권한을 부여했지만 상태 반영이 지연되는 경우 - 권한을 부여했지만 앱 재시작이 필요한 경우 - MDM/보안 정책 등으로 권한 변경이 제한되는 경우	- 설정 창의 General 탭이 표시된 상태일 때, 사용자가 해당 인터랙션을 호출하면, Full Disk Access 필요 사유와 현재 권한 상태가 표시됨. - 권한이 미허용인 상태일 때, 사용자가 “시스템 설정 열기”를 선택하면, 시스템 설정의 Full Disk Access 설정 화면으로 이동함. - 직접 이동이 불가능한 상태일 때, 사용자가 “시스템 설정 열기”를 선택하면, 수동 이동 경로(Privacy & Security - Full Disk Access)가 안내됨. - 사용자가 권한을 허용하고 앱으로 돌아온 상태일 때, 권한 상태를 재검증하면, 설정 화면의 상태가 “허용됨”으로 갱신됨. - 사용자가 권한을 허용하지 않고 돌아온 상태일 때, 권한 상태를 재검증하면, 상태가 “미허용”으로 유지되고 재시도 안내가 표시됨. - 권한 허용 후 재시작이 필요한 상태일 때, 상태를 갱신하면, 재시작 필요 안내가 표시됨.
Request Notifications Permission	command	Configure General Settings	SET	SET-002	아이디어	설정(General)에서 Notifications 권한을 요청하고, 결과에 따라 권한 상태를 표시하며 필요 시 시스템 설정에서 변경할 수 있는 경로를 제공한다.	settings_window.settings_body.tab_general	-	-	- 설정 창이 열려 있고 General 탭이 표시된 상태 - 알림 권한 상태를 조회할 수 있는 상태	- 사용자가 알림 권한 프롬프트에서 거부하는 경우 - 과거 거부/결정 완료로 인해 시스템 프롬프트가 다시 표시되지 않는 경우 - OS 설정에서 알림이 전역 차단된 경우 - MDM/보안 정책 등으로 알림 설정 변경이 제한되는 경우	- 설정 창의 General 탭이 표시된 상태일 때, 사용자가 해당 인터랙션을 호출하면, 알림 권한 요청이 수행되고 결과가 상태로 반영됨. - 시스템 프롬프트가 표시 가능한 상태일 때, 사용자가 허용하면, 설정 화면의 상태가 “허용됨”으로 갱신됨. - 시스템 프롬프트에서 사용자가 거부하면, 설정 화면의 상태가 “미허용”으로 갱신되고 알림 없이 동작하는 제한 사항이 안내됨. - 시스템 프롬프트를 다시 표시할 수 없는 상태일 때, 사용자가 해당 인터랙션을 호출하면, 시스템 설정에서 알림을 변경하는 방법이 안내되고 “시스템 설정 열기”가 제공됨. - 전역 차단 상태일 때, 상태를 갱신하면, 전역 차단 안내와 변경 경로가 함께 표시됨.
Verify System Permission Status	background	Configure General Settings	SET	SET-002	개발 중	설정(General)에서 Full Disk Access 및 Notifications 권한 상태를 재조회해 최신 상태로 갱신하고, 상태 배지/안내 문구를 업데이트한다.	settings_window.settings_body.tab_general	-	-	- 설정 창이 열려 있고 General 탭이 표시된 상태 - 권한 상태 재조회 트리거(설정 화면 진입, 앱 재활성화 등)가 발생한 상태	- OS 반영 지연으로 권한 상태가 즉시 갱신되지 않는 경우 - OS 버전에 따라 상태 조회 방식이 달라 일시적으로 조회가 실패하는 경우 - 권한 상태 조회 API가 오류를 반환하는 경우	- 설정 창의 General 탭이 표시된 상태일 때, 상태 점검을 실행하면, Full Disk Access 및 Notifications의 권한 상태가 최신 값으로 갱신됨. - 사용자가 시스템 설정에서 권한을 변경하고 앱으로 돌아온 상태일 때, 상태 점검을 실행하면, 변경된 권한 상태가 설정 화면에 반영됨. - 상태 조회가 실패한 상태일 때, 상태 점검을 실행하면, 기존 표시를 유지하고 재시도 안내가 표시됨. - 상태 반영이 지연되는 상태일 때, 상태 점검을 실행하면, 지연 안내가 표시되고 재점검 트리거가 유지됨.
Export User Settings Data	command	Configure General Settings	SET	SET-002	아이디어	현재 사용자 설정(일반/외관/단축키 등)을 파일로 내보내 백업·이전할 수 있도록 함	settings_window.settings_body.tab_general	-	-			
Import User Settings Data	command	Configure General Settings	SET	SET-002	아이디어	내보낸 설정 파일을 가져와 사용자 설정을 복원한다	settings_window.settings_body.tab_general	-	-			
Swtich Theme Mode	input	Configure Appearance Settings	SET	SET-003	배포 완료	라이트/다크/자동 및 강조색, 폰트 사이즈 등을 편집합니다.	settings_window.settings_body.tab_appearance	-	-			
Adjust Text Size	input	Configure Appearance Settings	SET	SET-003	배포 완료	Entires View에 표시되는 각 Entry의 이름 등 텍스트 정보 크기를 키우거나 줄임	settings_window.settings_body.tab_appearance	-	-	-	-	
Adjust Icon Size 	input	Configure Appearance Settings	SET	SET-003	배포 완료	Entires View에 표시되는 각 Entry 아이콘(썸네일) 크기를 키우거나 줄임	settings_window.settings_body.tab_appearance	-	-	-  Entries View가 Icon View로 설정된 상태	-  Entries View가 Icon View로 설정된 상태	
Cutstomize Keyboard Shortcuts	input	Customize Keyboard Shortcut	SET	SET-005	기획 완료	주요 명령의 단축키를 사용자 지정으로 재매핑합니다. 충돌/중복을 검출해 해결 안내.	settings_window.settings_body.tab_shortcuts	-	-			
Highlight Keyboard Shortcut Conflicts	display	Customize Keyboard Shortcut	SET	SET-005	기획 완료	단축키 충돌 표시	settings_window.settings_body.tab_shortcuts	-	-			
Restore Default Keyboard Shortcuts	command	Customize Keyboard Shortcut	SET	SET-005	기획 완료	기본값으로 되돌리기	settings_window.settings_body.tab_shortcuts	-	-			
